Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
40,12:55:53.956,target,pistol,0s,1,1,1,25,50,0.5,false
41,12:55:54.240,target,pistol,0s,1,1,1,25,50,0.5,false
42,12:55:54.574,target,pistol,0.001s,1,1,1,25,50,0.5,false
43,12:55:54.889,target,pistol,0s,1,1,1,25,50,0.5,false
44,12:55:55.147,target,pistol,0s,1,1,1,25,50,0.5,false
45,12:55:55.473,target,pistol,0s,1,1,1,25,50,0.5,false
46,12:55:55.806,target,pistol,0s,1,1,1,25,50,0.5,false
47,12:55:56.140,target,pistol,0s,1,1,1,25,50,0.5,false
48,12:55:56.348,target,pistol,0s,1,1,1,25,50,0.5,false
49,12:55:56.756,target,pistol,0s,1,1,1,25,50,0.5,false
50,12:55:57.122,target,pistol,0s,1,1,1,25,50,0.5,false
51,12:55:57.847,target,pistol,0.4s,2,1,0.5,25,100,0.25,false
52,12:55:58.190,target,pistol,0s,1,1,1,25,50,0.5,false
53,12:55:58.532,target,pistol,0.001s,1,1,1,25,50,0.5,false
54,12:55:58.798,target,pistol,0s,1,1,1,25,50,0.5,false
55,12:55:59.173,target,pistol,0s,1,1,1,25,50,0.5,false
56,12:55:59.482,target,pistol,0s,1,1,1,25,50,0.5,false
57,12:55:59.782,target,pistol,0s,1,1,1,25,50,0.5,false
58,12:56:00.132,target,pistol,0s,1,1,1,25,50,0.5,false
59,12:56:00.423,target,pistol,0s,1,1,1,25,50,0.5,false
60,12:56:00.773,target,pistol,0s,1,1,1,25,50,0.5,false
61,12:56:01.531,target,pistol,0.292s,2,1,0.5,25,100,0.25,false
62,12:56:01.789,target,pistol,0s,1,1,1,25,50,0.5,false
63,12:56:02.131,target,pistol,0s,1,1,1,25,50,0.5,false
64,12:56:02.398,target,pistol,0s,1,1,1,25,50,0.5,false
65,12:56:02.740,target,pistol,0s,1,1,1,25,50,0.5,false
66,12:56:03.022,target,pistol,0s,1,1,1,25,50,0.5,false
67,12:56:03.340,target,pistol,0s,1,1,1,25,50,0.5,false
68,12:56:03.590,target,pistol,0s,1,1,1,25,50,0.5,false
69,12:56:04.364,target,pistol,0.475s,3,1,0.333,25,150,0.167,false
70,12:56:04.623,target,pistol,0s,1,1,1,25,50,0.5,false
71,12:56:04.873,target,pistol,0s,1,1,1,25,50,0.5,false
72,12:56:05.273,target,pistol,0s,1,1,1,25,50,0.5,false
73,12:56:05.631,target,pistol,0s,1,1,1,25,50,0.5,false
74,12:56:06.014,target,pistol,0s,1,1,1,25,50,0.5,false
75,12:56:06.407,target,pistol,0.001s,1,1,1,25,50,0.5,false
76,12:56:06.731,target,pistol,0s,1,1,1,25,50,0.5,false
77,12:56:07.081,target,pistol,0s,1,1,1,25,50,0.5,false
78,12:56:07.356,target,pistol,0s,1,1,1,25,50,0.5,false
79,12:56:07.806,target,pistol,0s,1,1,1,25,50,0.5,false
80,12:56:08.623,target,pistol,0.5s,2,1,0.5,25,100,0.25,false
81,12:56:09.031,target,pistol,0s,1,1,1,25,50,0.5,false
82,12:56:09.381,target,pistol,0s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,91,82,2050.0,4550.0,

Kills:,82
Deaths:,0
Fight Time:,3.106
Avg TTK:,0.366
Damage Done:,2050.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,73.890114
Scenario:,Tile Frenzy
Hash:,9f1c0c5d02cf79b5d834b1df84eaeb83
Game Version:,2.0.1.2

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
