Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,12:40:11.953,Quaker Bot Long Strafes,LG,5.375s,118,50,0.424,300,708,0.424,false
2,12:40:21.152,Quaker Bot Long Strafes,LG,8.925s,163,50,0.307,300,978,0.307,false
3,12:40:29.538,Quaker Bot Long Strafes,LG,6.575s,144,50,0.347,300,864,0.347,false
4,12:40:35.880,Quaker Bot Long Strafes,LG,4.5s,99,50,0.505,300,594,0.505,false
5,12:40:43.629,Quaker Bot Long Strafes,LG,5.933s,130,50,0.385,300,780,0.385,false
6,12:40:59.438,Quaker Bot Long Strafes,LG,15.534s,138,50,0.362,300,828,0.362,false
7,12:41:07.630,Quaker Bot Long Strafes,LG,6.391s,140,50,0.357,300,840,0.357,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1009,375,2250.0,6054.0,

Kills:,7
Deaths:,0
Fight Time:,53.233002
Avg TTK:,8.571
Damage Done:,2250.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,407.956604
Score:,2508.671875
Scenario:,Cata IC Long Strafes
Hash:,9bcb93b2f0c30298e66553395dca1bca
Game Version:,2.0.1.2

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
